Facility Name,Primary Service Category,Layers of Care Provided,Parish,City,Physical Address,Intake / Admissions Phone,After-Hours Coverage Line,Admin Email Contact,Age Groups Treated (Ages),Total Psychiatric Bed Count,Specialized Clinical Tracks,Medicaid Enrolled (Y/N),Medicare Enrolled (Y/N),Commercial Insurance Accepted,Discharge Planning / Referral Liaison,program_name,clarity_fit,notes
Peter Mahony,Psychiatry,Outpatient / Provider,,Lake Charles,333 Dr Michael Debakey Dr,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Peter Mahony,,
Rita Agarwal,Psychiatry,Outpatient / Provider,,West Monroe,3711 Cypress St,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Rita Agarwal,,
Diane Gonzales,Psychiatry,Outpatient / Provider,,Opelousas,220 S Market St,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Diane Gonzales,,
Lindsay Legnon,Psychiatry,Outpatient / Provider,,Lafayette,302 Dulles Dr.,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Lindsay Legnon,,
Brian Mcgee,Psychiatry,Outpatient / Provider,,Baton Rouge,7777 Hennessy Blvd Ste 6000,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Brian Mcgee,,
Erich Conrad,Psychiatry,Outpatient / Provider,,New Orleans,Behavioral Science Center,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Erich Conrad,,
Peter Goertz,Psychiatry,Outpatient / Provider,,New Orleans,1514 Jefferson Hwy,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Peter Goertz,,
David Galarneau,Psychiatry,Outpatient / Provider,,New Orleans,1514 Jefferson Hwy,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,David Galarneau,,
Lauri Haller,Psychiatry,Outpatient / Provider,,Alexandria,5920 Coliseum Blvd,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Lauri Haller,,
Trent Desselle,Psychiatry,Outpatient / Provider,,New Orleans,1514 Jefferson Hwy,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Trent Desselle,,
George Grove,Psychiatry,Outpatient / Provider,,Houma,1978 Industrial Blvd,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,George Grove,,
Haleema Iqbal,Psychiatry,Outpatient / Provider,,Baton Rouge,7777 Hennessy Blvd,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Haleema Iqbal,,
Angela Green,Psychiatry,Outpatient / Provider,,Luling,843 Milling Ave,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Angela Green,,
Parker Jones,Psychiatry,Outpatient / Provider,,Baton Rouge,3342 Rue D' Orleans Dr.,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Parker Jones,,
Mario Valencia,Psychiatry,Outpatient / Provider,,Lake Charles,2829 4th Ave Ste 150,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Mario Valencia,,
Charles Degravelles,Psychiatry,Outpatient / Provider,,Baton Rouge,9001 Summa Ave,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Charles Degravelles,,
David Fein,Psychiatry,Outpatient / Provider,,New Orleans,2021 Perdido St,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,David Fein,,
Patrice Ambrose,Psychiatry,Outpatient / Provider,,Lafayette,302 Dulles Dr,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Patrice Ambrose,,
Dean Robinson,Psychiatry,Outpatient / Provider,,Shreveport,Overton Brooks Va Medical Center,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Dean Robinson,,
Reuben Roy,Psychiatry,Outpatient / Provider,,Pineville,242 W. Shamrock St.,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Reuben Roy,,
Larry Warner,Psychiatry,Outpatient / Provider,,Baton Rouge,10517 Kentshire Ct,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Larry Warner,,
Charles Murphy,Psychiatry,Outpatient / Provider,,Lake Charles,2829 4th Ave,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Charles Murphy,,
Brian Monette,Psychiatry,Outpatient / Provider,,Gonzales,1112 E Ascension Complex Ave.,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Brian Monette,,
Ira Gaddy,Psychiatry,Outpatient / Provider,,New Orleans,1440 Canal St,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Ira Gaddy,,
Rama Kongara,Psychiatry,Outpatient / Provider,,Baton Rouge,5425 Brittany Dr,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Rama Kongara,,
David Buttross,Psychiatry,Outpatient / Provider,,Lake Charles,333 Dr Michael Debakey Dr,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,David Buttross,,
Andrew Calhoun,Psychiatry,Outpatient / Provider,,New Orleans,2221 Philip St,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Andrew Calhoun,,
Michael Dicharry,Psychiatry,Outpatient / Provider,,New Orleans,533 Bolivar St # 511,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Michael Dicharry,,
Ann Arretteig,Psychiatry,Outpatient / Provider,,Hammond,835 Pride Dr Ste B,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Ann Arretteig,,
Lauren Luce,Psychiatry,Outpatient / Provider,,Baton Rouge,3600 Florida St,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Lauren Luce,,
Jace Hebert,Psychiatry,Outpatient / Provider,,New Orleans,1542 Tulane Ave,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Jace Hebert,,
Jeremy Claiborne,Psychiatry,Outpatient / Provider,,Shreveport,510 E. Stoner Avenue,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Jeremy Claiborne,,
Frederic Henderson,Psychiatry,Outpatient / Provider,,Metairie,3500 N Causeway Blvd,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Frederic Henderson,,
Duy Tran,Psychiatry,Outpatient / Provider,,Baton Rouge,3420 Northlake Ave,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Duy Tran,,
Raga Malaty,Psychiatry,Outpatient / Provider,,Morgan City,500 Roderick St,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Raga Malaty,,
Garrick Klaybor,Psychiatry,Outpatient / Provider,,New Orleans,1542 Tulane Ave,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Garrick Klaybor,,
Mark Townsend,Psychiatry,Outpatient / Provider,,New Orleans,Behavioral Science Center,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Mark Townsend,,
Michael Walsh,Psychiatry,Outpatient / Provider,,Covington,5001 Highway 190,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Michael Walsh,,
Andrew Williams,Psychiatry,Outpatient / Provider,,New Orleans,3450 Chestnut St,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Andrew Williams,,
Sarah Miletello,Psychiatry,Outpatient / Provider,,New Orleans,1430 Tulane Ave,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Sarah Miletello,,
Nabil Gad,Psychiatry,Outpatient / Provider,,Alexandria,4120 Jackson Street Ext,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Nabil Gad,,
Muhammad Ahmed,Psychiatry,Outpatient / Provider,,New Orleans,1415 Tulane Ave,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Muhammad Ahmed,,
Brittany Monceaux,Psychiatry,Outpatient / Provider,,Shreveport,1501 Kings Hwy,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Brittany Monceaux,,
Aneeta Afzal,Psychiatry,Outpatient / Provider,,Lake Charles,324 W Hale St,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Aneeta Afzal,,
Ching-Shih Hu,Psychiatry,Outpatient / Provider,,Lafayette,302 Dulles Dr,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Ching-Shih Hu,,
John Bick,Psychiatry,Outpatient / Provider,,New Orleans,3705 Coliseum St,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,John Bick,,
Patrick Oneill,Psychiatry,Outpatient / Provider,,New Orleans,1415 Tulane Ave,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Patrick Oneill,,
Michael Blue,Psychiatry,Outpatient / Provider,,New Iberia,124 E Main St,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Michael Blue,,
William Lo,Psychiatry,Outpatient / Provider,,New Orleans,1525 River Oaks Rd W,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,William Lo,,
Eric West,Psychiatry,Outpatient / Provider,,New Orleans,1542 Tulane Ave Rm 231,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Eric West,,
Charles Chester,Psychiatry,Outpatient / Provider,,Metairie,3500 N Causeway Blvd,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Charles Chester,,
Robert Detrinis,Psychiatry,Outpatient / Provider,,New Orleans,1440 Canal St,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Robert Detrinis,,
Mark Zielinski,Psychiatry,Outpatient / Provider,,Baton Rouge,5131 Odonovan Dr,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Mark Zielinski,,
"Drd Management, Inc",Opioid Treatment Program,Outpatient / Provider,,New Orleans,2235 Poydras St Ste B,,,,Adult (65+),0,Opioid Treatment Program,Unknown,Y,,,"Drd Management, Inc",,
Herbert Lebourgeois,Psychiatry,Outpatient / Provider,,Baton Rouge,2751 Wooddale Blvd Ste A,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Herbert Lebourgeois,,
Amanda Wright,Psychiatry,Outpatient / Provider,,Mandeville,2810 E Causeway Approach,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Amanda Wright,,
James Furrh,Psychiatry,Outpatient / Provider,,New Orleans,2000 Canal St,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,James Furrh,,
Suzanne Calhoun,Psychiatry,Outpatient / Provider,,Baton Rouge,3843 Harding Blvd,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Suzanne Calhoun,,
Girishkumar Shah,Psychiatry,Outpatient / Provider,,Hammond,835 Pride Dr,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Girishkumar Shah,,
Chandra Katta,Psychiatry,Outpatient / Provider,,Baton Rouge,7414 Sumrall Dr,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Chandra Katta,,
Rita Horton,Psychiatry,Outpatient / Provider,,Shreveport,1501 Kings Hwy,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Rita Horton,,
Jeffrey Nicholl,Psychiatry,Outpatient / Provider,,New Orleans,1440 Canal St,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Jeffrey Nicholl,,
"Vcphcs V, Llc",Opioid Treatment Program,Outpatient / Provider,,Gretna,1141 Whitney Avenue,,,,Adult (65+),0,Opioid Treatment Program,Unknown,Y,,,"Vcphcs V, Llc",,
John Wells,Psychiatry,Outpatient / Provider,,New Orleans,1542 Tulane Ave,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,John Wells,,
Patrick Wheat,Psychiatry,Outpatient / Provider,,Natchitoches,242b Keyser Ave,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Patrick Wheat,,
Robert Blanche,Psychiatry,Outpatient / Provider,,Baton Rouge,7865 Jefferson Hwy,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Robert Blanche,,
Gabriel Fette,Psychiatry,Outpatient / Provider,,New Orleans,1020 Dumaine St,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Gabriel Fette,,
Steven Ross,Psychiatry,Outpatient / Provider,,New Orleans,1423 Joseph St,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Steven Ross,,
John Jackson,Psychiatry,Outpatient / Provider,,New Orleans,Va New Orleans Department Of Mental Health,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,John Jackson,,
David Post,Psychiatry,Outpatient / Provider,,Gonzales,1112 E Ascension Complex Blvd,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,David Post,,
Marjorie Person,Psychiatry,Outpatient / Provider,,Raceland,4608 Highway 1,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Marjorie Person,,
Richard Roniger,Psychiatry,Outpatient / Provider,,New Orleans,1539 Jackson Ave,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Richard Roniger,,
Michael Wright,Psychiatry,Outpatient / Provider,,West Monroe,128 Ridgedale Dr,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Michael Wright,,
Gerald Robertson,Psychiatry,Outpatient / Provider,,Ruston,904 Deville Ln,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Gerald Robertson,,
Shawn Mcneil,Psychiatry,Outpatient / Provider,,Shreveport,1541 Kings Hwy,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Shawn Mcneil,,
Basavapunna Kaza,Psychiatry,Outpatient / Provider,,Springhill,1100 Doctors Dr,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Basavapunna Kaza,,
Melanie Renner,Psychiatry,Outpatient / Provider,,Houma,5599 Highway 311,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Melanie Renner,,
Robin Hogue,Psychiatry,Outpatient / Provider,,Shreveport,1310 N Hearne Ave,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Robin Hogue,,
Gary Fillette,Psychiatry,Outpatient / Provider,,Pineville,242 W Shamrock Ave Unit 1,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Gary Fillette,,
Teri Schwarz,Psychiatry,Outpatient / Provider,,Marrero,5001 Westbank Expy,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Teri Schwarz,,
Erin Capone,Psychiatry,Outpatient / Provider,,New Orleans,3600 Prytania St Ste 72,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Erin Capone,,
Anjani Narra,Psychiatry,Outpatient / Provider,,Baton Rouge,3843 Harding Blvd,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Anjani Narra,,
William Griffies,Psychiatry,Outpatient / Provider,,New Orleans,536 Bienville St,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,William Griffies,,
Louis Dedon,Psychiatry,Outpatient / Provider,,Alexandria,110 Eskew Dr,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Louis Dedon,,
Michael Blanchard,Psychiatry,Outpatient / Provider,,Raceland,141 Twin Oaks Dr,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Michael Blanchard,,
Erin Stanton,Psychiatry,Outpatient / Provider,,New Orleans,1440 Canal St,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Erin Stanton,,
Mark Taylor,Psychiatry,Outpatient / Provider,,Jefferson,1221 S Clearview Pkwy Bldg A,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Mark Taylor,,
Anthony Johnson,Psychiatry,Outpatient / Provider,,New Orleans,22 Charlotte Dr,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Anthony Johnson,,
William Colomb,Psychiatry,Outpatient / Provider,,Mandeville,1445 W Causeway Approach,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,William Colomb,,
Roger Brown,Psychiatry,Outpatient / Provider,,Mandeville,635 Lafitte St Ste B,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Roger Brown,,
Namita Shiralkar,Psychiatry,Outpatient / Provider,,New Orleans,1440 Canal St # Tb-52,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Namita Shiralkar,,
Serafin Gabriel,Psychiatry,Outpatient / Provider,,Gonzales,1112 E Ascension Complex Blvd,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Serafin Gabriel,,
Degan Dansereau,Psychiatry,Outpatient / Provider,,New Orleans,3705 Coliseum St,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Degan Dansereau,,
Phillip Lafleur,Psychiatry,Outpatient / Provider,,Lafayette,913 S College Rd,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Phillip Lafleur,,
Maeghan Davis,Psychiatry,Outpatient / Provider,,New Orleans,1900 Perdido St,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Maeghan Davis,,
Jacqueline Henschke,Psychiatry,Outpatient / Provider,,New Orleans,1440 Canal Strteet- Tb 52,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Jacqueline Henschke,,
Benjamin Bailey,Psychiatry,Outpatient / Provider,,New Orleans,1430 Tulane Ave.,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Benjamin Bailey,,
Lee Michals,Psychiatry,Outpatient / Provider,,Shreveport,1501 Kings Hwy,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Lee Michals,,
Csilla Linszky,Psychiatry,Outpatient / Provider,,New Orleans,433 Bolivar St,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Csilla Linszky,,
Kelly Cannon,Psychiatry,Outpatient / Provider,,Baton Rouge,7777 Hennessy Blvd,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Kelly Cannon,,
Paula Wilt,Psychiatry,Outpatient / Provider,,Raceland,4608 Highway 1,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Paula Wilt,,
Darcelle Delrie,Psychiatry,Outpatient / Provider,,Alexandria,110 John Eskew Drive,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Darcelle Delrie,,
Dean Hickman,Psychiatry,Outpatient / Provider,,New Orleans,1514 Jefferson Hwy,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Dean Hickman,,
Gerald Heintz,Psychiatry,Outpatient / Provider,,Baton Rouge,7777 Hennessy Blvd,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Gerald Heintz,,
Gayle Pletsch,Psychiatry,Outpatient / Provider,,New Orleans,1440 Canal St # Tb53,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Gayle Pletsch,,
Sarah Deland,Psychiatry,Outpatient / Provider,,New Orleans,1415 Tulane Ave,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Sarah Deland,,
Christopher Meyers,Psychiatry,Outpatient / Provider,,New Orleans,3525 Prytania St,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Christopher Meyers,,
Lalitha Alla,Psychiatry,Outpatient / Provider,,Natchitoches,210 Medical Dr,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Lalitha Alla,,
Desiree Carter,Psychiatry,Outpatient / Provider,,New Orleans,433 Bolivar St,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Desiree Carter,,
Justin Hendricks,Psychiatry,Outpatient / Provider,,Raceland,4608 Highway 1,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Justin Hendricks,,
Baogang Xue,Psychiatry,Outpatient / Provider,,Shreveport,1501 Kings Hwy,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Baogang Xue,,
Danielle Levy,Psychiatry,Outpatient / Provider,,New Orleans,2810 Audubon St,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Danielle Levy,,
Stephen Giepert,Psychiatry,Outpatient / Provider,,New Orleans,1542 Tulane Ave,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Stephen Giepert,,
Robert Ancira,Psychiatry,Outpatient / Provider,,New Orleans,1325 Amelia St,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Robert Ancira,,
Nina Jaffarzad,Psychiatry,Outpatient / Provider,,Baton Rouge,7777 Hennessy Blvd Ste 6000,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Nina Jaffarzad,,
Mark Sands,Psychiatry,Outpatient / Provider,,Metairie,110 Veterans Memorial Blvd,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Mark Sands,,
Scott Zentner,Psychiatry,Outpatient / Provider,,Monroe,Monroe Regional Mental Health Center,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Scott Zentner,,
Jamie Hanna,Psychiatry,Outpatient / Provider,,New Orleans,935 Calhoun St,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Jamie Hanna,,
Lannis Tynes,Psychiatry,Outpatient / Provider,,New Orleans,1415 Tulane Ave,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Lannis Tynes,,
Deborah Tosh,Psychiatry,Outpatient / Provider,,Metairie,433 Metairie Rd,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Deborah Tosh,,
"Vcphcs Vi, Llc",Opioid Treatment Program,Outpatient / Provider,,Lake Charles,2829 4th Ave Ste 200,,,,Adult (65+),0,Opioid Treatment Program,Unknown,Y,,,"Vcphcs Vi, Llc",,
Myra Fernando,Psychiatry,Outpatient / Provider,,New Orleans,1440 Canal St,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Myra Fernando,,
"Baton Rouge Treatment Center, Llc",Opioid Treatment Program,Outpatient / Provider,,Baton Rouge,11445 Reiger Rd,,,,Adult (65+),0,Opioid Treatment Program,Unknown,Y,,,"Baton Rouge Treatment Center, Llc",,
Adewale Oyemade,Psychiatry,Outpatient / Provider,,New Orleans,1525 River Oaks Rd W,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Adewale Oyemade,,
Vininder Khunkhun,Psychiatry,Outpatient / Provider,,New Orleans,1440 Canal St # Tb33,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Vininder Khunkhun,,
Justin Hall,Psychiatry,Outpatient / Provider,,Metairie,110 Veterans Blvd.,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Justin Hall,,
Alfred Fogarty,Psychiatry,Outpatient / Provider,,Ruston,823 W California Ave,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Alfred Fogarty,,
Lee Stevens,Psychiatry,Outpatient / Provider,,Bossier City,1007 Gould Dr Ste 1,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Lee Stevens,,
Anand Bosmia,Psychiatry,Outpatient / Provider,,Shreveport,1310 N Hearne Ave,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Anand Bosmia,,
Richard Carr,Addiction Medicine,Outpatient / Provider,,New Orleans,1631 Elysian Fields Ave,,,,Adult (65+),0,Addiction Medicine,Unknown,Y,,,Richard Carr,,
Ha Vu,Psychiatry,Outpatient / Provider,,New Orleans,1542 Tulane Ave Rm 231,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Ha Vu,,
Kathleen Ward,Psychiatry,Outpatient / Provider,,Baton Rouge,5246 Brittany Dr,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Kathleen Ward,,
Margaret Bishop-Baier,Psychiatry,Outpatient / Provider,,New Orleans,Behavioral Science Center,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Margaret Bishop-Baier,,
George Daul,Psychiatry,Outpatient / Provider,,New Orleans,1529 River Oaks Rd W,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,George Daul,,
Michael Parker,Psychiatry,Outpatient / Provider,,Alexandria,110 John Eskew Drive,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Michael Parker,,
Charles Bowers,Psychiatry,Outpatient / Provider,,Lafayette,1200 Camellia Blvd,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Charles Bowers,,
Eben Mcclenahan,Psychiatry,Outpatient / Provider,,Morgan City,500 Roderick Street,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Eben Mcclenahan,,
"Baymark Health Services Of Louisiana, Inc",Opioid Treatment Program,Outpatient / Provider,,Breaux Bridge,648 Latiolais Dr,,,,Adult (65+),0,Opioid Treatment Program,Unknown,Y,,,"Baymark Health Services Of Louisiana, Inc",,
Natalie Hunsinger,Psychiatry,Outpatient / Provider,,Baton Rouge,5131 Odonovan Dr Ste 300,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Natalie Hunsinger,,
Ray Worthy,Psychiatry,Outpatient / Provider,,Metairie,4933 Wabash St.,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Ray Worthy,,
Vanitha Kothapalli,Psychiatry,Outpatient / Provider,,Shreveport,1501 Kings Hwy,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Vanitha Kothapalli,,
Poonam Awatramani,Psychiatry,Outpatient / Provider,,Shreveport,1501 Kings Hwy,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Poonam Awatramani,,
Eva Mathews,Psychiatry,Outpatient / Provider,,Baton Rouge,5131 Odonovan Dr,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Eva Mathews,,
Kathleen Crapanzano,Psychiatry,Outpatient / Provider,,Baton Rouge,5131 Odonovan Dr,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Kathleen Crapanzano,,
Paul Molinar,Psychiatry,Outpatient / Provider,,Pineville,2495 Shreveport Hwy,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Paul Molinar,,
Thomas Oden,Psychiatry,Outpatient / Provider,,New Orleans,14 Pinehurst Dr,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Thomas Oden,,
David Murdock,Psychiatry,Outpatient / Provider,,Lake Charles,2829 4th Ave Ste 150,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,David Murdock,,
Elizabeth Holcomb,Psychiatry,Outpatient / Provider,,New Orleans,1631 Elysian Fields Ave,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Elizabeth Holcomb,,
Martha Wickett,Psychiatry,Outpatient / Provider,,Marrero,5001 Westbank Expy,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Martha Wickett,,
Richard Kutner,Psychiatry,Outpatient / Provider,,Slidell,113 Christian Ln,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Richard Kutner,,
Manish Saran,Psychiatry,Outpatient / Provider,,Shreveport,7591 Fern Avenue,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Manish Saran,,
Christopher Bernadas,Psychiatry,Outpatient / Provider,,Shreveport,1501 Kings Hwy,,,,Adult (65+),0,Psychiatry,Unknown,Y,,,Christopher Bernadas,,
